match_id,team_id,team_won,rank_diff
EUW1_7692108918,200,1,0.0
EUW1_7692138813,100,1,1.0
EUW1_7692138813,200,0,-1.0
EUW1_7692172746,100,1,0.0
EUW1_7692172746,200,0,0.0
EUW1_7692196947,100,0,-1.0
EUW1_7692196947,200,1,1.0
EUW1_7692244574,100,0,0.0
EUW1_7692244574,200,1,0.0
EUW1_7692263882,100,0,0.0
EUW1_7692263882,200,1,0.0
EUW1_7692271995,100,0,-2.0
EUW1_7692271995,200,1,2.0
EUW1_7692297231,100,0,0.0
EUW1_7692297231,200,1,0.0
EUW1_7692303458,100,1,0.0
EUW1_7692303458,200,0,0.0
EUW1_7692311853,100,1,0.0
EUW1_7692311853,200,0,0.0
EUW1_7692443221,100,0,1.0
EUW1_7692443221,200,1,-1.0
EUW1_7692491660,100,0,0.0
EUW1_7692491660,200,1,0.0
EUW1_7692556337,100,0,-1.0
EUW1_7692556337,200,1,1.0
EUW1_7692567239,100,1,0.0
EUW1_7692567239,200,0,0.0
EUW1_7692594466,100,0,0.0
EUW1_7692594466,200,1,0.0
EUW1_7692610492,100,0,-2.0
EUW1_7692610492,200,1,2.0
EUW1_7692622114,100,0,0.0
EUW1_7692622114,200,1,0.0
EUW1_7692701244,100,0,0.0
EUW1_7692701244,200,1,0.0
EUW1_7692756303,100,0,0.0
EUW1_7692756303,200,1,0.0
EUW1_7692828693,100,0,0.0
EUW1_7692828693,200,1,0.0
EUW1_7692900643,100,1,0.0
EUW1_7692900643,200,0,0.0
EUW1_7692923913,100,0,0.0
EUW1_7692923913,200,1,0.0
EUW1_7692966342,100,1,0.0
EUW1_7692966342,200,0,0.0
EUW1_7692983923,100,1,0.0
EUW1_7692983923,200,0,0.0
EUW1_7692987084,100,0,1.0
EUW1_7692987084,200,1,-1.0
EUW1_7693033443,100,0,0.0
EUW1_7693033443,200,1,0.0
EUW1_7693199411,100,1,-2.0
EUW1_7693199411,200,0,2.0
EUW1_7693212300,100,0,0.0
EUW1_7693212300,200,1,0.0
EUW1_7693293534,100,1,0.0
EUW1_7693293534,200,0,0.0
EUW1_7693304666,100,1,2.0
EUW1_7693304666,200,0,-2.0
EUW1_7693465768,100,1,0.0
EUW1_7693465768,200,0,0.0
EUW1_7693513514,100,1,0.0
EUW1_7693513514,200,0,0.0
EUW1_7693513943,100,1,-0.5
EUW1_7693513943,200,0,0.5
EUW1_7693531125,100,0,0.0
EUW1_7693531125,200,1,0.0
EUW1_7693538199,100,1,0.0
EUW1_7693538199,200,0,0.0
EUW1_7693562851,100,0,2.0
EUW1_7693562851,200,1,-2.0
EUW1_7693580406,100,0,-0.6666666666666661
EUW1_7693580406,200,1,0.6666666666666661
EUW1_7693596188,100,1,-0.6666666666666661
EUW1_7693596188,200,0,0.6666666666666661
EUW1_7693660575,100,0,0.0
EUW1_7693660575,200,1,0.0
EUW1_7693668984,100,0,2.0
EUW1_7693668984,200,1,-2.0
EUW1_7693686784,100,0,0.0
EUW1_7693686784,200,1,0.0
EUW1_7693720058,100,1,0.0
EUW1_7693720058,200,0,0.0
EUW1_7693732450,100,0,0.0
EUW1_7693732450,200,1,0.0
EUW1_7693735789,100,0,0.0
EUW1_7693735789,200,1,0.0
EUW1_7693748120,100,1,2.0
EUW1_7693748120,200,0,-2.0
EUW1_7693812924,100,0,0.0
EUW1_7693812924,200,1,0.0
EUW1_7693895333,100,1,0.0
EUW1_7693895333,200,0,0.0
EUW1_7694029916,100,0,0.0
EUW1_7694029916,200,1,0.0
EUW1_7694118997,100,1,-1.0
EUW1_7694118997,200,0,1.0
EUW1_7694180636,100,1,0.0
EUW1_7694180636,200,0,0.0
EUW1_7694197535,100,1,0.0
EUW1_7694197535,200,0,0.0
EUW1_7694247590,100,0,0.0
EUW1_7694247590,200,1,0.0
EUW1_7694294864,100,1,2.0
EUW1_7694294864,200,0,-2.0
EUW1_7694361410,100,1,0.0
EUW1_7694361410,200,0,0.0
EUW1_7694498662,100,0,0.0
EUW1_7694498662,200,1,0.0
EUW1_7694504867,100,0,0.0
EUW1_7694504867,200,1,0.0
EUW1_7694520967,100,0,0.0
EUW1_7694520967,200,1,0.0
EUW1_7694535054,100,1,0.0
EUW1_7694535054,200,0,0.0
EUW1_7694539554,100,0,0.0
EUW1_7694539554,200,1,0.0
EUW1_7694598103,100,0,2.0
EUW1_7694598103,200,1,-2.0
EUW1_7694598540,100,1,0.0
EUW1_7694598540,200,0,0.0
EUW1_7694617760,100,1,2.0
EUW1_7694617760,200,0,-2.0
EUW1_7694626250,100,1,0.0
EUW1_7694626250,200,0,0.0
EUW1_7694690390,100,0,0.0
EUW1_7694690390,200,1,0.0
EUW1_7694707943,100,0,0.0
EUW1_7694707943,200,1,0.0
EUW1_7694758704,100,0,-2.0
EUW1_7694758704,200,1,2.0
EUW1_7694800162,100,0,0.0
EUW1_7694800162,200,1,0.0
EUW1_7694804196,100,0,0.0
EUW1_7694804196,200,1,0.0
EUW1_7694815726,100,0,0.0
EUW1_7694815726,200,1,0.0
EUW1_7694815841,100,0,0.0
EUW1_7694815841,200,1,0.0
EUW1_7694831203,100,0,0.0
EUW1_7694831203,200,1,0.0
EUW1_7694884549,100,0,0.0
EUW1_7694884549,200,1,0.0
EUW1_7694895035,100,1,2.0
EUW1_7694895035,200,0,-2.0
EUW1_7694911036,100,1,0.0
EUW1_7694911036,200,0,0.0
EUW1_7694913050,100,1,0.0
EUW1_7694913050,200,0,0.0
EUW1_7694937082,100,0,0.0
EUW1_7694937082,200,1,0.0
EUW1_7694938724,100,0,1.0
EUW1_7694938724,200,1,-1.0
EUW1_7694948645,100,1,2.0
EUW1_7694948645,200,0,-2.0
EUW1_7694966834,100,0,0.0
EUW1_7694966834,200,1,0.0
EUW1_7694980076,100,1,0.0
EUW1_7694980076,200,0,0.0
EUW1_7695009715,100,0,1.0
EUW1_7695009715,200,1,-1.0
EUW1_7695023442,100,0,0.0
EUW1_7695023442,200,1,0.0
EUW1_7695052136,100,1,-1.0
EUW1_7695052136,200,0,1.0
EUW1_7695071220,100,1,0.0
EUW1_7695071220,200,0,0.0
EUW1_7695074215,100,1,-1.0
EUW1_7695074215,200,0,1.0
EUW1_7695092305,100,0,0.0
EUW1_7695092305,200,1,0.0
EUW1_7695118491,100,1,1.0
EUW1_7695118491,200,0,-1.0
EUW1_7695123286,100,0,0.0
EUW1_7695123286,200,1,0.0
EUW1_7695180725,100,0,1.0
EUW1_7695180725,200,1,-1.0
EUW1_7695230625,100,0,1.0
EUW1_7695230625,200,1,-1.0
EUW1_7695231693,100,0,0.0
EUW1_7695231693,200,1,0.0
EUW1_7695281451,100,0,0.0
EUW1_7695281451,200,1,0.0
EUW1_7695299799,100,0,0.0
EUW1_7695299799,200,1,0.0
EUW1_7695313144,100,0,2.0
EUW1_7695313144,200,1,-2.0
EUW1_7695354358,100,1,0.0
EUW1_7695354358,200,0,0.0
EUW1_7695395935,100,0,1.0
EUW1_7695395935,200,1,-1.0
EUW1_7695502763,100,0,0.0
EUW1_7695502763,200,1,0.0
EUW1_7695503795,100,0,0.0
EUW1_7695503795,200,1,0.0
EUW1_7695523325,100,0,-1.0
EUW1_7695523325,200,1,1.0
EUW1_7695553250,100,0,1.0
EUW1_7695553250,200,1,-1.0
EUW1_7695591897,100,0,0.0
EUW1_7695591897,200,1,0.0
EUW1_7695595490,100,1,0.0
EUW1_7695595490,200,0,0.0
EUW1_7695695215,100,0,0.0
EUW1_7695695215,200,1,0.0
EUW1_7695700491,100,1,0.0
EUW1_7695700491,200,0,0.0
EUW1_7695723622,100,0,0.0
EUW1_7695723622,200,1,0.0
EUW1_7695737870,100,0,-1.0
EUW1_7695737870,200,1,1.0
EUW1_7695775912,100,0,-1.0
EUW1_7695775912,200,1,1.0
EUW1_7695809169,100,0,1.0
EUW1_7695809169,200,1,-1.0
EUW1_7695873654,100,0,-2.0
EUW1_7695873654,200,1,2.0
EUW1_7695892818,100,0,0.0
EUW1_7695892818,200,1,0.0
EUW1_7695893804,100,0,-2.0
EUW1_7695893804,200,1,2.0
EUW1_7695905007,100,1,2.0
EUW1_7695905007,200,0,-2.0
EUW1_7695974454,100,0,-1.0
EUW1_7695974454,200,1,1.0
EUW1_7695991733,100,0,2.0
EUW1_7695991733,200,1,-2.0
EUW1_7695994069,100,1,0.0
EUW1_7695994069,200,0,0.0
EUW1_7696026143,100,0,0.0
EUW1_7696026143,200,1,0.0
EUW1_7696035026,100,0,0.0
EUW1_7696035026,200,1,0.0
EUW1_7696044390,100,1,0.0
EUW1_7696044390,200,0,0.0
EUW1_7696193390,100,1,0.0
EUW1_7696193390,200,0,0.0
EUW1_7696226097,100,0,0.0
EUW1_7696226097,200,1,0.0
EUW1_7696237196,100,1,0.0
EUW1_7696237196,200,0,0.0
EUW1_7696250435,100,0,0.0
EUW1_7696250435,200,1,0.0
EUW1_7696284865,100,1,0.0
EUW1_7696284865,200,0,0.0
EUW1_7696308845,100,0,0.0
EUW1_7696308845,200,1,0.0
EUW1_7696316102,100,0,0.0
EUW1_7696316102,200,1,0.0
EUW1_7696359427,100,1,0.0
EUW1_7696359427,200,0,0.0
EUW1_7696378457,100,1,0.0
EUW1_7696378457,200,0,0.0
EUW1_7696398612,100,1,0.0
EUW1_7696398612,200,0,0.0
EUW1_7696412378,100,0,0.0
EUW1_7696412378,200,1,0.0
EUW1_7696422655,100,1,0.0
EUW1_7696422655,200,0,0.0
EUW1_7696429370,100,0,0.0
EUW1_7696429370,200,1,0.0
EUW1_7696442399,100,0,0.0
EUW1_7696442399,200,1,0.0
EUW1_7696445045,100,1,0.0
EUW1_7696445045,200,0,0.0
EUW1_7696463452,100,1,0.0
EUW1_7696463452,200,0,0.0
EUW1_7696495398,100,1,0.0
EUW1_7696495398,200,0,0.0
EUW1_7696506000,100,0,0.0
EUW1_7696506000,200,1,0.0
EUW1_7696534973,100,1,2.0
EUW1_7696534973,200,0,-2.0
EUW1_7696535846,100,1,1.0
EUW1_7696535846,200,0,-1.0
EUW1_7696553641,100,0,0.0
EUW1_7696553641,200,1,0.0
EUW1_7696555963,100,1,0.0
EUW1_7696555963,200,0,0.0
EUW1_7696559468,100,0,0.0
EUW1_7696559468,200,1,0.0
EUW1_7696579373,100,0,0.0
EUW1_7696579373,200,1,0.0
EUW1_7696589295,100,1,0.0
EUW1_7696589295,200,0,0.0
EUW1_7696593153,100,0,0.0
EUW1_7696593153,200,1,0.0
EUW1_7696595239,100,1,0.6666666666666661
EUW1_7696595239,200,0,-0.6666666666666661
EUW1_7696597306,100,1,0.0
EUW1_7696597306,200,0,0.0
EUW1_7696601499,100,0,-1.0
EUW1_7696601499,200,1,1.0
EUW1_7696624283,100,1,0.0
EUW1_7696624283,200,0,0.0
EUW1_7696630516,100,1,-1.0
EUW1_7696630516,200,0,1.0
EUW1_7696636448,100,1,0.0
EUW1_7696636448,200,0,0.0
EUW1_7696639597,100,0,2.0
EUW1_7696639597,200,1,-2.0
EUW1_7696656096,100,0,-1.0
EUW1_7696656096,200,1,1.0
EUW1_7696664093,100,1,0.0
EUW1_7696664093,200,0,0.0
EUW1_7696664830,100,1,0.0
EUW1_7696664830,200,0,0.0
EUW1_7696677050,100,1,-2.0
EUW1_7696677050,200,0,2.0
EUW1_7696682597,100,0,0.0
EUW1_7696682597,200,1,0.0
EUW1_7696701285,100,1,2.0
EUW1_7696701285,200,0,-2.0
EUW1_7696712439,100,1,0.0
EUW1_7696712439,200,0,0.0
EUW1_7696723538,100,1,0.0
EUW1_7696723538,200,0,0.0
EUW1_7696745083,100,0,0.0
EUW1_7696745083,200,1,0.0
EUW1_7696750348,100,0,0.0
EUW1_7696750348,200,1,0.0
EUW1_7696786064,100,0,0.0
EUW1_7696786064,200,1,0.0
EUW1_7696794016,100,1,1.0
EUW1_7696794016,200,0,-1.0
EUW1_7696806655,100,0,0.0
EUW1_7696806655,200,1,0.0
EUW1_7696809170,100,1,0.0
EUW1_7696809170,200,0,0.0
EUW1_7696814428,100,0,0.0
EUW1_7696814428,200,1,0.0
EUW1_7696825686,100,1,0.0
EUW1_7696825686,200,0,0.0
EUW1_7696853185,100,1,1.333333333333334
EUW1_7696853185,200,0,-1.333333333333334
EUW1_7696870067,100,1,0.0
EUW1_7696870067,200,0,0.0
EUW1_7696884498,100,0,0.0
EUW1_7696884498,200,1,0.0
EUW1_7696936866,100,1,1.333333333333334
EUW1_7696936866,200,0,-1.333333333333334
EUW1_7697032500,100,1,0.0
EUW1_7697032500,200,0,0.0
EUW1_7697062627,100,0,1.0
EUW1_7697062627,200,1,-1.0
EUW1_7697098831,100,1,0.0
EUW1_7697098831,200,0,0.0
EUW1_7697152402,100,0,0.0
EUW1_7697152402,200,1,0.0
EUW1_7697187251,100,0,0.0
EUW1_7697187251,200,1,0.0
EUW1_7697247440,100,1,0.0
EUW1_7697247440,200,0,0.0
EUW1_7697314931,100,0,0.0
EUW1_7697314931,200,1,0.0
EUW1_7697322584,100,1,0.0
EUW1_7697322584,200,0,0.0
EUW1_7697354590,100,1,0.0
EUW1_7697354590,200,0,0.0
EUW1_7697383841,100,0,0.0
EUW1_7697383841,200,1,0.0
EUW1_7697459904,100,0,-2.0
EUW1_7697459904,200,1,2.0
EUW1_7697461088,100,1,0.0
EUW1_7697461088,200,0,0.0
EUW1_7697479557,100,1,2.0
EUW1_7697479557,200,0,-2.0
EUW1_7697493224,100,1,-1.0
EUW1_7697493224,200,0,1.0
EUW1_7697503647,100,0,0.0
EUW1_7697503647,200,1,0.0
EUW1_7697509061,100,1,0.0
EUW1_7697509061,200,0,0.0
EUW1_7697516456,100,1,0.0
EUW1_7697516456,200,0,0.0
EUW1_7697518014,100,0,0.0
EUW1_7697518014,200,1,0.0
EUW1_7697522715,100,1,0.0
EUW1_7697522715,200,0,0.0
EUW1_7697532938,100,0,0.0
EUW1_7697532938,200,1,0.0
EUW1_7697545722,100,1,0.0
EUW1_7697545722,200,0,0.0
EUW1_7697549132,100,0,0.0
EUW1_7697549132,200,1,0.0
EUW1_7697556188,100,0,0.0
EUW1_7697556188,200,1,0.0
EUW1_7697584192,100,1,0.0
EUW1_7697584192,200,0,0.0
EUW1_7697597587,100,0,0.0
EUW1_7697597587,200,1,0.0
EUW1_7697600910,100,1,0.0
EUW1_7697600910,200,0,0.0
EUW1_7697624562,100,1,0.0
EUW1_7697624562,200,0,0.0
EUW1_7697630859,100,0,0.0
EUW1_7697630859,200,1,0.0
EUW1_7697657067,100,1,-2.0
EUW1_7697657067,200,0,2.0
EUW1_7697742315,100,0,0.0
EUW1_7697742315,200,1,0.0
EUW1_7697747959,100,1,0.0
EUW1_7697747959,200,0,0.0
EUW1_7697758248,100,1,0.0
EUW1_7697758248,200,0,0.0
EUW1_7697763453,100,0,0.0
EUW1_7697763453,200,1,0.0
EUW1_7697776672,100,0,-1.0
EUW1_7697776672,200,1,1.0
EUW1_7697793933,100,0,0.0
EUW1_7697793933,200,1,0.0
EUW1_7697801820,100,1,0.0
EUW1_7697801820,200,0,0.0
EUW1_7697858085,100,1,0.0
EUW1_7697858085,200,0,0.0
EUW1_7697873327,100,1,0.0
EUW1_7697873327,200,0,0.0
EUW1_7697890929,100,1,0.0
EUW1_7697890929,200,0,0.0
EUW1_7697900535,100,1,0.0
EUW1_7697900535,200,0,0.0
EUW1_7697903158,100,1,0.0
EUW1_7697903158,200,0,0.0
EUW1_7697919554,100,1,0.0
EUW1_7697919554,200,0,0.0
EUW1_7697929679,100,0,0.0
EUW1_7697929679,200,1,0.0
EUW1_7697930651,100,0,0.0
EUW1_7697930651,200,1,0.0
EUW1_7697954747,100,0,0.0
EUW1_7697954747,200,1,0.0
EUW1_7697954804,100,0,0.0
EUW1_7697954804,200,1,0.0
EUW1_7697978720,100,0,1.0
EUW1_7697978720,200,1,-1.0
EUW1_7697986418,100,0,0.0
EUW1_7697986418,200,1,0.0
EUW1_7698003583,100,0,-1.0
EUW1_7698003583,200,1,1.0
EUW1_7698048212,100,0,0.0
EUW1_7698048212,200,1,0.0
EUW1_7698121660,100,1,0.0
EUW1_7698121660,200,0,0.0
EUW1_7698125197,100,0,0.0
EUW1_7698125197,200,1,0.0
EUW1_7698139378,100,1,1.0
EUW1_7698139378,200,0,-1.0
EUW1_7698141644,100,1,0.0
EUW1_7698141644,200,0,0.0
EUW1_7698155014,100,0,0.0
EUW1_7698155014,200,1,0.0
EUW1_7698159767,100,0,0.0
EUW1_7698159767,200,1,0.0
EUW1_7698162770,100,1,0.0
EUW1_7698162770,200,0,0.0
EUW1_7698168068,100,0,0.0
EUW1_7698168068,200,1,0.0
EUW1_7698169937,100,1,0.0
EUW1_7698169937,200,0,0.0
EUW1_7698172469,100,1,0.0
EUW1_7698172469,200,0,0.0
EUW1_7698184627,100,1,0.0
EUW1_7698184627,200,0,0.0
EUW1_7698193322,100,0,0.0
EUW1_7698193322,200,1,0.0
EUW1_7698193681,100,1,0.0
EUW1_7698193681,200,0,0.0
EUW1_7698217770,100,1,0.0
EUW1_7698217770,200,0,0.0
EUW1_7698222419,100,1,0.0
EUW1_7698222419,200,0,0.0
EUW1_7698227371,100,0,0.0
EUW1_7698227371,200,1,0.0
EUW1_7698241598,100,0,-1.333333333333334
EUW1_7698241598,200,1,1.333333333333334
EUW1_7698253602,100,0,-1.0
EUW1_7698253602,200,1,1.0
EUW1_7698262528,100,0,0.0
EUW1_7698262528,200,1,0.0
EUW1_7698279933,100,1,0.0
EUW1_7698279933,200,0,0.0
EUW1_7698287431,100,0,0.0
EUW1_7698287431,200,1,0.0
EUW1_7698288275,100,1,0.0
EUW1_7698288275,200,0,0.0
EUW1_7698289586,100,0,-2.0
EUW1_7698289586,200,1,2.0
EUW1_7698297690,100,1,0.3333333333333339
EUW1_7698297690,200,0,-0.3333333333333339
EUW1_7698305060,100,0,0.0
EUW1_7698305060,200,1,0.0
EUW1_7698329905,100,0,0.0
EUW1_7698329905,200,1,0.0
EUW1_7698334459,100,0,0.6666666666666661
EUW1_7698334459,200,1,-0.6666666666666661
EUW1_7698338825,100,0,-2.0
EUW1_7698338825,200,1,2.0
EUW1_7698345185,100,1,2.0
EUW1_7698345185,200,0,-2.0
EUW1_7698345680,100,1,0.0
EUW1_7698345680,200,0,0.0
EUW1_7698355947,100,0,0.0
EUW1_7698355947,200,1,0.0
EUW1_7698357434,100,1,0.0
EUW1_7698357434,200,0,0.0
EUW1_7698359752,100,0,0.0
EUW1_7698359752,200,1,0.0
EUW1_7698367591,100,0,0.0
EUW1_7698367591,200,1,0.0
EUW1_7698392974,100,1,0.0
EUW1_7698392974,200,0,0.0
EUW1_7698396794,100,1,1.0
EUW1_7698396794,200,0,-1.0
EUW1_7698401208,100,0,-2.0
EUW1_7698401208,200,1,2.0
EUW1_7698406369,100,1,0.0
EUW1_7698406369,200,0,0.0
EUW1_7698407735,100,1,1.0
EUW1_7698407735,200,0,-1.0
EUW1_7698419161,100,1,0.0
EUW1_7698419161,200,0,0.0
EUW1_7698420408,100,1,0.0
EUW1_7698420408,200,0,0.0
EUW1_7698421692,100,1,2.0
EUW1_7698421692,200,0,-2.0
EUW1_7698434190,100,0,0.0
EUW1_7698434190,200,1,0.0
EUW1_7698437056,100,0,0.0
EUW1_7698437056,200,1,0.0
EUW1_7698456049,100,0,2.0
EUW1_7698456049,200,1,-2.0
EUW1_7698460701,100,0,0.0
EUW1_7698460701,200,1,0.0
EUW1_7698475576,100,0,0.0
