summoner_name,rank_tier,lp,win_rate,region
MR PRINCE#S4nji,grandmaster,500,44%,euw
alix de souza#1111,grandmaster,500,46%,euw
Nomanz#1111,grandmaster,5,41%,euw
Maximillion#PGS,grandmaster,500,48%,euw
Twitchtv L9Aral#ˆ659ˆ,grandmaster,500,49%,euw
Elyo#GenG,grandmaster,500,41%,euw
ギャンブル#萬花鏡,grandmaster,500,40%,euw
KC Prime#6162,grandmaster,5,40%,euw
Kichira#REN,grandmaster,500,38%,euw
Don Noway#EUW,grandmaster,500,44%,euw
Soporte cuñao#AGLR,grandmaster,500,46%,euw
Toffe#ren,grandmaster,500,40%,euw
Vouty#1211,grandmaster,500,47%,euw
SeRiN1#EUW,grandmaster,5,45%,euw
Husum#EUW,grandmaster,500,45%,euw
Lust#9032,grandmaster,5,44%,euw
Reeker#KZN,grandmaster,500,47%,euw
kileris10#EUW,grandmaster,500,44%,euw
vows not empty#fear,grandmaster,500,44%,euw
Creepano#gfghs,grandmaster,500,39%,euw
DarkPharaoh#TTV,grandmaster,500,48%,euw
pesh#pesho,grandmaster,500,47%,euw
Zefath#EUW,grandmaster,500,42%,euw
ginsengstacy#EUW,grandmaster,500,37%,euw
i cream in peace#daddy,grandmaster,500,49%,euw
Napoleon#Carn,grandmaster,500,43%,euw
KREOX1#EUW,grandmaster,5,49%,euw
G2 Jankos#unc2,grandmaster,5,47%,euw
MadScientist#TTV,grandmaster,500,48%,euw
Rayzorac#EUW,grandmaster,500,50%,euw
mimish1#G0D,grandmaster,8,37%,euw
SatØrius#EUW,grandmaster,1,3%,euw
고트 에킨#144,grandmaster,1,3%,euw
FO3SAKD3K3TO0530#EUW,grandmaster,1,,euw
Xaragonas#EUW,grandmaster,1,,euw
Iivo#Iivo,grandmaster,1,,euw
Abner#EUW0,grandmaster,1,,euw
OBK#EUW,grandmaster,1,,euw
The Grinch#2000,grandmaster,1,,euw
Ran Texhnolyze#angel,grandmaster,1,,euw
the days i lie#fear,grandmaster,1,,euw
Chill1000#larry,grandmaster,1,,euw
KiRKADELL67#EPSTN,grandmaster,1,,euw
2eveu#CNNO1,grandmaster,1,,euw
Coach Looca#Coach,grandmaster,1,,euw
CR7#Time,grandmaster,1,,euw
SOGEKING#EUW11,grandmaster,1,,euw
SunTzu#hidon,grandmaster,1,,euw
Chicken Invader#77777,grandmaster,1,,euw
JGKRAL#Vixen,grandmaster,1,,euw
SANSARSALVO22#BABA,grandmaster,1,,euw
DoTeX#EUW,grandmaster,1,,euw
not there yet#FPA,grandmaster,1,,euw
Lilipp#mute,grandmaster,1,,euw
Artix von#12345,grandmaster,1,,euw
Shourdy#EUW,grandmaster,1,,euw
wao#0000,grandmaster,1,,euw
Sakuryhu#saku,grandmaster,1,,euw
betrayal#Ιv9,grandmaster,1,,euw
Gonzo#2843,grandmaster,1,,euw
SEL0#EUW,grandmaster,1,,euw
Composites#EUW,grandmaster,1,,euw
haribo#7608,grandmaster,1,,euw
Jamie#EUW2,grandmaster,1,,euw
Koby Falks#KEK,grandmaster,1,,euw
aram hesabı#EUW,grandmaster,1,4%,euw
kagune#5623,grandmaster,1,,euw
FullClearUwUka#WORST,grandmaster,1,,euw
Alessio#ADC,grandmaster,1,,euw
Brevitate Vitae#EUW,grandmaster,1,,euw
Dealersz#EUW,grandmaster,1,,euw
Snaik#EUW,grandmaster,1,,euw
KC 16y TOP KING#KCWIN,grandmaster,1,,euw
TTV SupremeG0at#Akali,grandmaster,1,,euw
IHEBIC#0000,grandmaster,1,,euw
2026#OURS,grandmaster,1,,euw
Isildur#weak,grandmaster,1,,euw
TTV VinGOAT1#RKO,grandmaster,1,,euw
IMSF1#EUW,grandmaster,1,,euw
slavic adidas#combo,grandmaster,1,,euw
LEC2027#KOI13,grandmaster,1,,euw
Kami#HGL,grandmaster,1,,euw
Lathyrus#EUW,grandmaster,1,,euw
drooofan#Noula,grandmaster,1,,euw
TWTV KAAGAROO#EUW11,grandmaster,1,,euw
space generator#1010,grandmaster,1,,euw
bluerzor#grind,grandmaster,1,,euw
PoEs tk#EUW,grandmaster,1,,euw
Ichigo Kurosaki#5525,grandmaster,1,,euw
reksai kitten#enjoy,grandmaster,1,,euw
Trafo Kennen#1905,grandmaster,1,,euw
Regn#EU1,grandmaster,1,,euw
yebit#haha,grandmaster,1,,euw
Botlane Gandalf#BDSM,grandmaster,1,,euw
我爱玩打野#打打打,grandmaster,1,6%,euw
SmallBugi#EUW,grandmaster,1,,euw
PisheR#EUW,grandmaster,1,,euw
RhinoBelly#mmfgh,grandmaster,1,,euw
ZYB PEYZ#KR01,grandmaster,1,,euw
matiou#DEAD,grandmaster,1,,euw
MR PRINCE#S4nji,grandmaster,1,,euw
alix de souza#1111,grandmaster,1,,euw
Nomanz#1111,grandmaster,1,,euw
Maximillion#PGS,grandmaster,1,,euw
Twitchtv L9Aral#ˆ659ˆ,grandmaster,1,86659%,euw
Elyo#GenG,grandmaster,1,,euw
ギャンブル#萬花鏡,grandmaster,1,3%,euw
KC Prime#6162,grandmaster,1,,euw
Kichira#REN,grandmaster,1,,euw
Don Noway#EUW,grandmaster,1,,euw
Soporte cuñao#AGLR,grandmaster,1,3%,euw
Toffe#ren,grandmaster,1,,euw
Vouty#1211,grandmaster,1,,euw
SeRiN1#EUW,grandmaster,1,,euw
Husum#EUW,grandmaster,1,,euw
Lust#9032,grandmaster,1,,euw
Reeker#KZN,grandmaster,1,,euw
kileris10#EUW,grandmaster,1,,euw
vows not empty#fear,grandmaster,1,,euw
Creepano#gfghs,grandmaster,1,,euw
DarkPharaoh#TTV,grandmaster,1,,euw
pesh#pesho,grandmaster,1,,euw
Zefath#EUW,grandmaster,1,,euw
ginsengstacy#EUW,grandmaster,1,,euw
i cream in peace#daddy,grandmaster,1,,euw
Napoleon#Carn,grandmaster,1,,euw
KREOX1#EUW,grandmaster,1,,euw
G2 Jankos#unc2,grandmaster,1,2%,euw
MadScientist#TTV,grandmaster,1,,euw
Rayzorac#EUW,grandmaster,1,,euw
sajat2004rCZLPYT#ZUBRI,grandmaster,500,,euw
Nilsog#EUW,grandmaster,500,43%,euw
MélyaP#SYHA,grandmaster,500,47%,euw
CROmpir#11111,grandmaster,500,46%,euw
Nochatonly1v9#inv,grandmaster,500,51%,euw
JUSTONEBADDAY#6767,grandmaster,500,43%,euw
Relative#00002,grandmaster,500,44%,euw
Afroboi Adc Acc#Afro,grandmaster,500,45%,euw
PAPARA ARMUT#123,grandmaster,5,41%,euw
RIP KRYSIA#REST,grandmaster,500,45%,euw
CHINESE PALCO#NA1,grandmaster,500,47%,euw
VeigarV2SmurfAcc#123,grandmaster,123,39%,euw
DizL#2297,grandmaster,500,40%,euw
IsAiSDaAS#123,grandmaster,5,44%,euw
ttv ronaldoo#123,grandmaster,123,42%,euw
ツツツツツSツツツツツツツツツツ#ツツツツツ,grandmaster,500,49%,euw
Zigga Nilean#TR2,grandmaster,500,37%,euw
plant#ficus,grandmaster,500,38%,euw
Hyposelenia#0307,grandmaster,500,40%,euw
Ayvenax#EUW,grandmaster,500,45%,euw
MaizenDaeda#veke,grandmaster,500,100%,euw
Merracebear#EUW,grandmaster,500,42%,euw
Elow9#ooooo,grandmaster,500,35%,euw
TWTV DETDERT#12MAJ,grandmaster,500,44%,euw
love race#mgk,grandmaster,500,48%,euw
NoGodComplex#back,grandmaster,500,40%,euw
ЯУUVΞN#悪魔 ツ,grandmaster,500,44%,euw
free palestine#mune,grandmaster,500,44%,euw
Looki#KCBS,grandmaster,500,48%,euw
Ptit T#FCE,grandmaster,500,46%,euw
Haster#EUWz,grandmaster,500,45%,euw
Shieda Saeeun1#KAYN,grandmaster,500,43%,euw
TTobias lol#feet,grandmaster,500,41%,euw
EltonhW#EUW,grandmaster,500,45%,euw
sontik#dani,grandmaster,500,40%,euw
Mysterias#EUW,grandmaster,500,45%,euw
ShakkOma#N94,grandmaster,500,37%,euw
caddefiftyninea#59A,grandmaster,500,48%,euw
twitch Hnry32#CN1,grandmaster,500,46%,euw
ZYB BDD#CEO,grandmaster,5,46%,euw
zeitnot#7149,grandmaster,500,43%,euw
FornoReason#Gap,grandmaster,500,40%,euw
Byron Love#1v9,grandmaster,500,42%,euw
Frαnk Castle#EUW,grandmaster,500,47%,euw
EsrucNL#SHARK,grandmaster,500,47%,euw
portakal#wuw,grandmaster,500,41%,euw
Che Guevara#Cuban,grandmaster,500,44%,euw
KRASAVETC102RUS#EUW,grandmaster,500,42%,euw
eskii#6463,grandmaster,500,43%,euw
Duo Abuse#000,grandmaster,0,47%,euw
Panthinator #EUW,grandmaster,500,42%,euw
Der Sion#SCHWR,grandmaster,500,44%,euw
fakepars#999,grandmaster,999,40%,euw
Kaizen#SZN,grandmaster,500,47%,euw
Insightful#6000,grandmaster,500,44%,euw
Dopa#akil,grandmaster,500,45%,euw
ANDUIN#ALLNC,grandmaster,500,43%,euw
N X#00007,grandmaster,500,48%,euw
EXPERT#VEL,grandmaster,500,25%,euw
Hardcore doll#ASBAK,grandmaster,500,47%,euw
城郊牧笛声#0404,grandmaster,500,47%,euw
Beetle#aura,grandmaster,500,46%,euw
blue the wizard2#EUW,grandmaster,500,46%,euw
BJK Ruep#2452,grandmaster,500,43%,euw
budall#EUW,grandmaster,500,41%,euw
potmacius#msk,grandmaster,500,43%,euw
Lotteiy#816,grandmaster,816,46%,euw
TaoBaoLao#China,grandmaster,500,41%,euw
TTVHentaiGeneral#Dusk,grandmaster,500,44%,euw
Manadun#Raum,grandmaster,500,47%,euw
Faz alt acc#EUW2,grandmaster,500,42%,euw
EKANA TO LATHOS#MAIS,grandmaster,500,45%,euw
rev#ert,grandmaster,500,44%,euw
NanintakerFanboy#SORIA,grandmaster,500,48%,euw
DahVysx#woof,grandmaster,500,41%,euw
Sukruu#sukru,grandmaster,500,44%,euw
Maki Otsuki#0511,grandmaster,500,48%,euw
Thermal Sights#EUW,grandmaster,500,49%,euw
EkkoSuna#SUNA,grandmaster,500,45%,euw
The Real Coach#Lulu,grandmaster,500,47%,euw
mike tyzoune#IRON,grandmaster,500,36%,euw
TwTv ImErubin#2807,grandmaster,500,45%,euw
ay mi gatito#m1au,grandmaster,500,42%,euw
jahazeb#EUW,grandmaster,500,47%,euw
Maaaark#1010,grandmaster,500,43%,euw
TwitchTVxKenzuke#EUW,grandmaster,500,42%,euw
Numandiel#EUW,grandmaster,500,40%,euw
Blaauw#ice,grandmaster,500,46%,euw
Silk#110,grandmaster,110,46%,euw
Kenal#EUW,grandmaster,500,39%,euw
ANTOS#SOTNA,grandmaster,500,41%,euw
BIG iKrez#EUW12,grandmaster,500,49%,euw
TheFlyingPotato#EUW,grandmaster,500,44%,euw
Jaxres#JXRS,grandmaster,500,46%,euw
Lerax#URGOT,grandmaster,500,44%,euw
Thorfinn#22032,grandmaster,500,48%,euw
Burnt Ivory King#Soul,grandmaster,500,35%,euw
januaryneverends#blasf,grandmaster,500,42%,euw
Puno Ciscenje#bmk,grandmaster,500,47%,euw
ttv pumpTM#1070,grandmaster,500,39%,euw
sajat2004rCZLPYT#ZUBRI,grandmaster,8,46%,euw
Nilsog#EUW,grandmaster,1,,euw
MélyaP#SYHA,grandmaster,1,3%,euw
CROmpir#11111,grandmaster,1,,euw
Nochatonly1v9#inv,grandmaster,1,,euw
JUSTONEBADDAY#6767,grandmaster,1,,euw
Relative#00002,grandmaster,1,,euw
Afroboi Adc Acc#Afro,grandmaster,1,,euw
PAPARA ARMUT#123,grandmaster,1,,euw
RIP KRYSIA#REST,grandmaster,1,,euw
CHINESE PALCO#NA1,grandmaster,1,,euw
VeigarV2SmurfAcc#123,grandmaster,1,,euw
DizL#2297,grandmaster,1,,euw
IsAiSDaAS#123,grandmaster,1,,euw
ttv ronaldoo#123,grandmaster,1,,euw
ツツツツツSツツツツツツツツツツ#ツツツツツ,grandmaster,1,3%,euw
Zigga Nilean#TR2,grandmaster,1,,euw
plant#ficus,grandmaster,1,,euw
Hyposelenia#0307,grandmaster,1,,euw
Ayvenax#EUW,grandmaster,1,,euw
MaizenDaeda#veke,grandmaster,1,,euw
Merracebear#EUW,grandmaster,1,,euw
Elow9#ooooo,grandmaster,1,,euw
TWTV DETDERT#12MAJ,grandmaster,1,,euw
love race#mgk,grandmaster,1,,euw
NoGodComplex#back,grandmaster,1,,euw
ЯУUVΞN#悪魔 ツ,grandmaster,1,0%,euw
free palestine#mune,grandmaster,1,,euw
Looki#KCBS,grandmaster,1,,euw
Ptit T#FCE,grandmaster,1,,euw
Haster#EUWz,grandmaster,1,,euw
Shieda Saeeun1#KAYN,grandmaster,1,,euw
TTobias lol#feet,grandmaster,1,,euw
EltonhW#EUW,grandmaster,1,,euw
sontik#dani,grandmaster,1,,euw
Mysterias#EUW,grandmaster,1,,euw
ShakkOma#N94,grandmaster,1,,euw
caddefiftyninea#59A,grandmaster,1,,euw
twitch Hnry32#CN1,grandmaster,1,,euw
ZYB BDD#CEO,grandmaster,1,,euw
zeitnot#7149,grandmaster,1,,euw
FornoReason#Gap,grandmaster,1,,euw
Byron Love#1v9,grandmaster,1,,euw
Frαnk Castle#EUW,grandmaster,1,,euw
EsrucNL#SHARK,grandmaster,1,,euw
portakal#wuw,grandmaster,1,,euw
Che Guevara#Cuban,grandmaster,1,,euw
KRASAVETC102RUS#EUW,grandmaster,1,,euw
eskii#6463,grandmaster,1,,euw
Duo Abuse#000,grandmaster,1,,euw
Panthinator #EUW,grandmaster,1,,euw
Der Sion#SCHWR,grandmaster,1,,euw
fakepars#999,grandmaster,1,,euw
Kaizen#SZN,grandmaster,1,,euw
Insightful#6000,grandmaster,1,,euw
Dopa#akil,grandmaster,1,,euw
ANDUIN#ALLNC,grandmaster,1,,euw
N X#00007,grandmaster,1,,euw
EXPERT#VEL,grandmaster,1,,euw
Hardcore doll#ASBAK,grandmaster,1,,euw
城郊牧笛声#0404,grandmaster,1,5%,euw
Beetle#aura,grandmaster,1,,euw
blue the wizard2#EUW,grandmaster,1,,euw
BJK Ruep#2452,grandmaster,1,,euw
budall#EUW,grandmaster,1,,euw
potmacius#msk,grandmaster,1,,euw
Lotteiy#816,grandmaster,1,,euw
TaoBaoLao#China,grandmaster,1,,euw
TTVHentaiGeneral#Dusk,grandmaster,1,,euw
Manadun#Raum,grandmaster,1,,euw
Faz alt acc#EUW2,grandmaster,1,,euw
EKANA TO LATHOS#MAIS,grandmaster,1,,euw
rev#ert,grandmaster,1,,euw
NanintakerFanboy#SORIA,grandmaster,1,,euw
DahVysx#woof,grandmaster,1,,euw
Sukruu#sukru,grandmaster,1,,euw
Maki Otsuki#0511,grandmaster,1,,euw
Thermal Sights#EUW,grandmaster,1,,euw
EkkoSuna#SUNA,grandmaster,1,,euw
The Real Coach#Lulu,grandmaster,1,,euw
mike tyzoune#IRON,grandmaster,1,,euw
TwTv ImErubin#2807,grandmaster,1,,euw
ay mi gatito#m1au,grandmaster,1,,euw
jahazeb#EUW,grandmaster,1,,euw
Maaaark#1010,grandmaster,1,,euw
TwitchTVxKenzuke#EUW,grandmaster,1,,euw
Numandiel#EUW,grandmaster,1,,euw
Blaauw#ice,grandmaster,1,,euw
Silk#110,grandmaster,1,,euw
Kenal#EUW,grandmaster,1,,euw
ANTOS#SOTNA,grandmaster,1,,euw
BIG iKrez#EUW12,grandmaster,1,,euw
TheFlyingPotato#EUW,grandmaster,1,,euw
Jaxres#JXRS,grandmaster,1,,euw
Lerax#URGOT,grandmaster,1,,euw
Thorfinn#22032,grandmaster,1,,euw
Burnt Ivory King#Soul,grandmaster,1,,euw
januaryneverends#blasf,grandmaster,1,,euw
Puno Ciscenje#bmk,grandmaster,1,,euw
ttv pumpTM#1070,grandmaster,1,,euw
Palco Granko#split,grandmaster,500,,euw
xrx#eevee,grandmaster,500,41%,euw
Präiser#5958,grandmaster,500,48%,euw
开花了#CHN1,grandmaster,500,48%,euw
Geishu#TTV,grandmaster,500,44%,euw
Ag0nyPain#666,grandmaster,666,46%,euw
김수환#PEYZZ,grandmaster,500,48%,euw
Hide XD#EXILE,grandmaster,500,42%,euw
3XA#2809,grandmaster,500,40%,euw
Pinki#PPPPP,grandmaster,500,46%,euw
tonzaya#kneel,grandmaster,500,49%,euw
Krun#Jaab,grandmaster,500,44%,euw
zivy#EUW,grandmaster,500,43%,euw
Cyhyraeth#EUW,grandmaster,500,43%,euw
Max Holloway#Cem,grandmaster,500,43%,euw
ƒłash#EUW,grandmaster,500,45%,euw
Nonox#BDM,grandmaster,500,46%,euw
Roi DΣMON#EUW,grandmaster,500,45%,euw
ROI DES GOLEMS#CRACK,grandmaster,500,45%,euw
IvanDragovic#2002,grandmaster,500,37%,euw
Varin#RANK1,grandmaster,500,100%,euw
ＳＴＡＲ#333x,grandmaster,500,44%,euw
AUXXENCE CHALLXD#0000,grandmaster,0,46%,euw
Hakuna Matata#4402,grandmaster,500,44%,euw
Siwy MuteAll#meow,grandmaster,500,35%,euw
NUR LIEBE#LIEBE,grandmaster,500,48%,euw
Μπρολλυ#ζαναξ,grandmaster,500,46%,euw
Michael Jackson#MJWIN,grandmaster,500,44%,euw
reformedfemboy#Word,grandmaster,500,38%,euw
ΓΙΟΛΟΤΕΛΗΣ#GRE,grandmaster,500,48%,euw
qldurtms#NSCG6,grandmaster,500,43%,euw
I S0ny I#EUW,grandmaster,500,44%,euw
Gottes Sohn#Teo,grandmaster,500,44%,euw
imthatngga#hot,grandmaster,500,44%,euw
PREGNANT GOBLIN#66666,grandmaster,666,39%,euw
Am i Dreaming#00000,grandmaster,500,43%,euw
Evaan#Golem,grandmaster,500,46%,euw
Mercia#000,grandmaster,0,44%,euw
BIG Labubu#5454,grandmaster,500,34%,euw
Rasadurai#EUW,grandmaster,500,43%,euw
777#real7,grandmaster,500,44%,euw
qwewqrsad2w#1701,grandmaster,500,49%,euw
fading echoes#julia,grandmaster,500,32%,euw
euw player#supp,grandmaster,500,49%,euw
Jeyrus#Jey,grandmaster,500,30%,euw
Cohle Rust#1230,grandmaster,500,46%,euw
48843#BNS,grandmaster,500,39%,euw
Spear Shot#1111,grandmaster,500,38%,euw
Gusuo#EUW,grandmaster,500,46%,euw
Lunariα#EUW,grandmaster,500,33%,euw
Peaker#Kind,grandmaster,500,42%,euw
Ivama#PAPI,grandmaster,500,49%,euw
TomTakko#EUW,grandmaster,500,42%,euw
hollow#mage,grandmaster,500,42%,euw
TTVGwenWannaBe#EUW,grandmaster,500,39%,euw
Ersin#643,grandmaster,643,36%,euw
ardaffler#EUW,grandmaster,500,48%,euw
Klaus grillt#69696,grandmaster,500,47%,euw
Dark Aura#1Kayn,grandmaster,500,46%,euw
IvernGod#God,grandmaster,500,44%,euw
Salgueiro#2004,grandmaster,500,42%,euw
Truman#42069,grandmaster,500,41%,euw
Smile on face#Smile,grandmaster,500,44%,euw
ezergeçer31#ezer,grandmaster,500,53%,euw
BACKSHOTS PSYCHO#PUPPY,grandmaster,500,47%,euw
Angela D Merkel#EUW,grandmaster,500,47%,euw
스쿠터 사망#0000,grandmaster,500,42%,euw
die kluft ruft#Coffe,grandmaster,500,35%,euw
Hey You#11111,grandmaster,500,44%,euw
Machú#EUW,grandmaster,500,47%,euw
16 lineς#11111,grandmaster,500,44%,euw
dideli papai#bielk,grandmaster,500,47%,euw
Backslicer#KekW,grandmaster,500,42%,euw
ataraxia#7z7,grandmaster,500,53%,euw
darkchri99#EUW,grandmaster,500,43%,euw
JDG Ruler Arabe#GOAT,grandmaster,500,45%,euw
badlyga nie dyga#BMTY0,grandmaster,500,49%,euw
Phoenix29LP#EUW,grandmaster,29,42%,euw
Misanthiel#MIAOU,grandmaster,500,43%,euw
TwitchTv Tsigas#LIVE,grandmaster,500,40%,euw
WHITE MONSTER#M69,grandmaster,500,42%,euw
luisito comunica#pillo,grandmaster,500,47%,euw
Klöppi#765,grandmaster,765,44%,euw
tumay1x198#EUW,grandmaster,500,44%,euw
Expedition 28#WHITE,grandmaster,5,41%,euw
LeChase#EUW,grandmaster,500,47%,euw
WhOMp wHOmP#CHOMP,grandmaster,500,43%,euw
Clyde#Swain,grandmaster,500,46%,euw
PmK#Smile,grandmaster,500,46%,euw
afkdoks#3101,grandmaster,500,39%,euw
TTV GoblinEUW#Jeff,grandmaster,500,25%,euw
whitearmor#0001,grandmaster,500,46%,euw
Zherathor#feo,grandmaster,500,41%,euw
lastaccfinalv123#frfr9,grandmaster,500,42%,euw
Eitva#EUW,grandmaster,500,45%,euw
KalistaK#025,grandmaster,25,46%,euw
kero ü nehar#EUW,grandmaster,500,44%,euw
Peto#bald,grandmaster,500,43%,euw
예산 한국인#SP4,grandmaster,500,43%,euw
Reve#0001,grandmaster,500,44%,euw
Palco Granko#split,grandmaster,8,48%,euw
xrx#eevee,grandmaster,1,,euw
Präiser#5958,grandmaster,1,3%,euw
开花了#CHN1,grandmaster,1,5%,euw
Geishu#TTV,grandmaster,1,,euw
Ag0nyPain#666,grandmaster,1,,euw
김수환#PEYZZ,grandmaster,1,9%,euw
Hide XD#EXILE,grandmaster,1,,euw
3XA#2809,grandmaster,1,,euw
Pinki#PPPPP,grandmaster,1,,euw
tonzaya#kneel,grandmaster,1,,euw
Krun#Jaab,grandmaster,1,,euw
zivy#EUW,grandmaster,1,,euw
Cyhyraeth#EUW,grandmaster,1,,euw
Max Holloway#Cem,grandmaster,1,,euw
ƒłash#EUW,grandmaster,1,6%,euw
Nonox#BDM,grandmaster,1,,euw
Roi DΣMON#EUW,grandmaster,1,,euw
ROI DES GOLEMS#CRACK,grandmaster,1,,euw
IvanDragovic#2002,grandmaster,1,,euw
Varin#RANK1,grandmaster,1,,euw
ＳＴＡＲ#333x,grandmaster,1,3%,euw
AUXXENCE CHALLXD#0000,grandmaster,1,,euw
Hakuna Matata#4402,grandmaster,1,,euw
Siwy MuteAll#meow,grandmaster,1,,euw
NUR LIEBE#LIEBE,grandmaster,1,,euw
Μπρολλυ#ζαναξ,grandmaster,1,80%,euw
Michael Jackson#MJWIN,grandmaster,1,,euw
reformedfemboy#Word,grandmaster,1,,euw
ΓΙΟΛΟΤΕΛΗΣ#GRE,grandmaster,1,93%,euw
qldurtms#NSCG6,grandmaster,1,,euw
I S0ny I#EUW,grandmaster,1,,euw
Gottes Sohn#Teo,grandmaster,1,,euw
imthatngga#hot,grandmaster,1,,euw
PREGNANT GOBLIN#66666,grandmaster,1,,euw
Am i Dreaming#00000,grandmaster,1,,euw
Evaan#Golem,grandmaster,1,,euw
Mercia#000,grandmaster,1,,euw
BIG Labubu#5454,grandmaster,1,,euw
Rasadurai#EUW,grandmaster,1,,euw
777#real7,grandmaster,1,,euw
qwewqrsad2w#1701,grandmaster,1,,euw
fading echoes#julia,grandmaster,1,,euw
euw player#supp,grandmaster,1,,euw
Jeyrus#Jey,grandmaster,1,,euw
Cohle Rust#1230,grandmaster,1,,euw
48843#BNS,grandmaster,1,,euw
Spear Shot#1111,grandmaster,1,,euw
Gusuo#EUW,grandmaster,1,,euw
Lunariα#EUW,grandmaster,1,,euw
Peaker#Kind,grandmaster,1,,euw
Ivama#PAPI,grandmaster,1,,euw
TomTakko#EUW,grandmaster,1,,euw
hollow#mage,grandmaster,1,,euw
TTVGwenWannaBe#EUW,grandmaster,1,,euw
Ersin#643,grandmaster,1,,euw
ardaffler#EUW,grandmaster,1,,euw
Klaus grillt#69696,grandmaster,1,,euw
Dark Aura#1Kayn,grandmaster,1,,euw
IvernGod#God,grandmaster,1,,euw
Salgueiro#2004,grandmaster,1,,euw
Truman#42069,grandmaster,1,,euw
Smile on face#Smile,grandmaster,1,,euw
ezergeçer31#ezer,grandmaster,1,3%,euw
BACKSHOTS PSYCHO#PUPPY,grandmaster,1,,euw
Angela D Merkel#EUW,grandmaster,1,,euw
스쿠터 사망#0000,grandmaster,1,4%,euw
die kluft ruft#Coffe,grandmaster,1,,euw
Hey You#11111,grandmaster,1,,euw
Machú#EUW,grandmaster,1,3%,euw
16 lineς#11111,grandmaster,1,16%,euw
dideli papai#bielk,grandmaster,1,,euw
Backslicer#KekW,grandmaster,1,,euw
ataraxia#7z7,grandmaster,1,,euw
darkchri99#EUW,grandmaster,1,,euw
JDG Ruler Arabe#GOAT,grandmaster,1,,euw
badlyga nie dyga#BMTY0,grandmaster,1,,euw
Phoenix29LP#EUW,grandmaster,29,,euw
